Unnamed: 0,FirstName,LastName,StartDate,ExitDate,PositionTitle,Supervisor,ADEmail,Faculty,EmployeeStatus,EmployeeType,TerminationType,DOB,JobFunction,GenderCode,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,StaffType,EmploymentDuration_months,TerminationYear,TerminationMonth,TerminationYearMonth,TenureGroup,EmploymentStatus,StatusValidated,TerminationCategory,VoluntaryTermination,InvoluntaryTermination,ActiveStaff,RetirementCategory,TerminatedStaff,RetainedOver2Years,Total_Survey_Score,PerformanceGroup,EngagementGroup,SatisfactionGroup,Work-Life_BalanceGroup,Total_Survey_Group,Age,JobFunction_LE,PositionTitle_LE,TenureGroup_,Predicted_Terminated,Probability_Terminated
1342,Jamari,Dunn,2020-08-28,,Research Officer,Ronald Castro,jamari.dunn@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1951-05-10,RTS-Research Officer,Female,3,1816,2023-04-03,4,3,1,Professional,57.43333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,High,Medium,Low,Low,74,54,26,3,0,0.04470686
1343,Jamarion,Mitchell,2020-02-06,2022-01-23,Assistant Lecturer,Anna Meyers,jamarion.mitchell@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Full-Time,Involuntary,1950-09-18,Assistant Lecturer,Female,3,1193,2022-08-15,5,2,3,Academic,23.9,2022.0,1.0,2022-01,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.333333333333333,Medium,High,Low,Medium,Medium,74,8,5,2,1,0.9685185
1344,James,Cockel,2020-03-13,,Assistant Lecturer,Yesenia Woodard,james.cockel@bilearner.com,Faculty of Arts,Active,Full-Time,Unk,1972-01-11,Assistant Lecturer,Male,3,1728,2023-08-01,1,4,2,Academic,63.03333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,Medium,Low,High,Low,Low,53,8,5,4,0,0.000218006
1345,James,Duke,2018-12-03,2022-09-09,Manager,Mark Harris,james.duke@bilearner.com,Faculty of Engineering,Active,Contract,Involuntary,1998-06-17,Student Services-Manager,Male,5,3464,2022-12-29,2,5,3,Professional,45.86666666666667,2022.0,9.0,2022-09,3-5yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.333333333333333,High,Low,High,Medium,Medium,26,74,18,3,1,0.83727384
1346,Jameson,Eaton,2020-05-12,2021-03-17,Senior Officer,Timothy Owens,jameson.eaton@bilearner.com,Faculty of Medicine,Active,Full-Time,Resignation,1975-02-10,Teaching Support-Senior Officer,Female,5,2266,2023-04-27,5,3,2,Professional,10.3,2021.0,3.0,2021-03,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.333333333333333,High,High,Medium,Low,Medium,50,81,34,1,1,0.9992867
1347,Janessa,Mcconnell,2020-02-08,2020-05-04,Assistant Lecturer,Sally Meadows,janessa.mcconnell@bilearner.com,Faculty of Arts,Active,Part-Time,Voluntary,1993-08-20,Assistant Lecturer,Male,3,1760,2023-03-16,5,3,2,Academic,2.8666666666666667,2020.0,5.0,2020-05,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.333333333333333,Medium,High,Medium,Low,Medium,31,8,5,1,1,0.99815494
1348,Janet,King,2019-01-20,2021-09-15,Assistant Lecturer,Michael West,janet.king@bilearner.com,Faculty of Medicine,Active,Part-Time,Involuntary,1955-10-24,Assistant Lecturer,Female,3,1316,2023-07-20,3,4,3,Academic,32.3,2021.0,9.0,2021-09,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.333333333333333,Medium,Medium,High,Medium,Medium,69,8,5,2,1,0.78916806
1349,Janiah,Ball,2020-02-05,,Lecturer,Amy Pearson,janiah.ball@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1991-12-25,Lecturer,Male,4,2917,2023-01-17,1,4,5,Academic,64.26666666666667,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,High,Low,High,High,Medium,33,37,16,4,0,9.951163e-05
1350,Janine,Purinton,2021-08-16,,Senior Lecturer,Margaret Murphy MD,janine.purinton@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1972-02-28,Senior Lecturer,Female,5,3216,2023-03-29,1,4,3,Academic,45.66666666666666,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,High,Low,High,Medium,Low,53,67,32,3,0,0.030335197
1351,Janiyah,Ballard,2019-07-18,,Associate Professor (Research),Kevin Pearson,janiyah.ballard@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1942-07-01,Associate Professor (Research),Female,3,1289,2023-05-09,5,3,1,Academic,71.0,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,High,Medium,Low,Medium,82,10,7,4,0,0.0011799712
1352,Jaquan,Hancock,2018-12-13,,Lecturer,Ebony Adkins,jaquan.hancock@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1958-05-07,Lecturer,Female,1,3111,2023-07-27,2,5,2,Academic,78.23333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Low,Low,High,Low,Medium,67,37,16,4,0,0.0003360081
1353,Jaquan,Rowland,2021-08-30,,Senior Lecturer,Anthony Murray,jaquan.rowland@bilearner.com,Faculty of Arts,Active,Contract,Unk,1994-12-02,Senior Lecturer,Female,3,1228,2023-01-21,2,5,3,Academic,45.2,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Medium,Low,High,Medium,Medium,30,67,32,3,0,0.029120084
1354,Jaqueline,Ford,2022-02-14,,Senior Research Officer,Danny Young,jaqueline.ford@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1985-06-30,RTS-Senior Research Officer,Female,2,2997,2022-11-30,1,2,5,Professional,39.6,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Low,Low,Low,High,Low,39,60,36,3,0,0.048569478
1355,Jaqueline,Gallagher,2021-10-24,2022-10-03,Officer,Mary Higgins,jaqueline.gallagher@bilearner.com,Faculty of Medicine,Active,Contract,Retirement,1999-10-01,RTS-Officer,Male,3,1501,2023-05-08,5,4,4,Professional,11.466666666666669,2022.0,10.0,2022-10,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,4.333333333333333,Medium,High,High,High,High,25,51,19,1,1,0.99994075
1356,Jaqueline,Pittman,2019-01-27,2021-02-26,Associate Professor,Jesse Newman,jaqueline.pittman@bilearner.com,Faculty of Medicine,Active,Part-Time,Resignation,1956-03-12,Associate Professor,Male,3,3829,2022-10-30,3,2,1,Academic,25.366666666666667,2021.0,2.0,2021-02,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.0,Medium,Medium,Low,Low,Low,69,9,6,2,1,0.8610142
1357,Jaqueline,Terrell,2019-02-01,2019-02-10,Associate Professor,Veronica Wiley,jaqueline.terrell@bilearner.com,Faculty of Medicine,Active,Part-Time,Resignation,2000-12-27,Associate Professor,Female,2,3586,2023-01-31,4,2,4,Academic,0.3,2019.0,2.0,2019-02,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.333333333333333,Low,High,Low,High,Medium,24,9,6,1,1,0.9990458
1358,Jaron,Rojas,2022-11-27,2023-05-19,Professor (Research),William Ellis,jaron.rojas@bilearner.com,Faculty of Medicine,Active,Full-Time,Retirement,1943-11-09,Professor (Research),Male,2,2625,2022-10-11,5,5,3,Academic,5.766666666666667,2023.0,5.0,2023-05,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,4.333333333333333,Low,High,High,Medium,High,81,46,21,1,1,0.9999217
1359,Jase,Waters,2022-03-27,2023-06-14,Senior Coordinator,Michaela Jones,jase.waters@bilearner.com,Faculty of Medicine,Active,Contract,Voluntary,1942-07-11,RTS-Senior Coordinator,Female,2,2599,2023-03-31,1,4,2,Professional,14.8,2023.0,6.0,2023-06,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.333333333333333,Low,Low,High,Low,Low,82,57,31,2,1,0.99968934
1360,Jasiah,Palmer,2023-08-04,,Officer,Ernest Bates,jasiah.palmer@bilearner.com,Faculty of Arts,Active,Full-Time,Unk,1964-07-21,Administration-Officer,Female,1,3189,2023-02-17,4,3,4,Professional,21.73333333333333,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,0,3.6666666666666665,Low,High,Medium,High,Medium,60,5,19,2,0,0.042363197
1361,Jasiah,Walton,2019-10-06,,Lecturer,Ruth Cruz,jasiah.walton@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1946-01-21,Lecturer,Male,3,1691,2022-11-30,3,1,2,Academic,68.33333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.0,Medium,Medium,Low,Low,Low,79,37,16,4,0,0.0009757343
1362,Jaslene,Harding,2021-09-26,,Senior Research Fellow,Krystal Hamilton,jaslene.harding@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1964-06-19,Senior Research Fellow,Male,1,3483,2022-10-23,1,4,5,Academic,44.3,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Low,Low,High,High,Medium,60,68,35,3,0,0.1361215
1363,Jasmin,Shah,2020-05-13,,Senior Lecturer,Christy Craig,jasmin.shah@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1974-11-19,Senior Lecturer,Male,3,1013,2022-12-13,5,4,3,Academic,61.0,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Medium,High,High,Medium,High,50,67,32,4,0,0.0017023593
1364,Jasmine,Onque,2019-06-29,,Research Fellow,Jason Kim,jasmine.onque@bilearner.com,Faculty of Arts,Active,Contract,Unk,1969-08-29,Research Fellow,Female,3,3431,2022-11-25,2,5,3,Academic,71.63333333333334,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Medium,Low,High,Medium,Medium,55,66,25,4,0,0.002435786
1365,Jasmine,Rogers,2020-12-25,2021-10-04,Senior Lecturer,Joseph Rivas,jasmine.rogers@bilearner.com,Faculty of Engineering,Active,Contract,Involuntary,1948-01-24,Senior Lecturer,Male,2,2680,2022-08-31,1,4,4,Academic,9.433333333333334,2021.0,10.0,2021-10,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.0,Low,Low,High,High,Medium,77,67,32,1,1,0.9993111
1366,Jason,Foss,2020-07-25,,Lecturer,Renee Johnson,jason.foss@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1977-03-26,Lecturer,Male,2,2480,2023-02-12,3,2,3,Academic,58.56666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Low,Medium,Low,Medium,Low,48,37,16,3,0,0.06753679
1367,Jason,Moyer,2022-07-26,2022-11-08,Senior Officer,Timothy Kidd,jason.moyer@bilearner.com,Faculty of Engineering,Active,Contract,Resignation,1980-07-23,RTS-Senior Officer,Female,2,2939,2023-04-13,4,3,3,Professional,3.5,2022.0,11.0,2022-11,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.333333333333333,Low,High,Medium,Medium,Medium,44,59,34,1,1,0.9998574
1368,Jason,Munoz,2020-12-12,,Research Fellow,Richard Graves,jason.munoz@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1950-04-14,Research Fellow,Female,3,1199,2023-06-27,3,3,3,Academic,53.9,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,Medium,Medium,Medium,Medium,75,66,25,3,0,0.059698325
1369,Jason,Salter,2019-07-27,2021-07-25,Senior Officer,Lauren Moore,jason.salter@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Part-Time,Resignation,1971-08-04,RTS-Senior Officer,Male,3,3943,2022-08-06,5,2,2,Professional,24.3,2021.0,7.0,2021-07,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.0,Medium,High,Low,Low,Medium,53,59,34,2,1,0.91832954
1370,Jason,Smith,2023-06-19,2023-07-31,Manager,David Beard,jason.smith@bilearner.com,Faculty of Engineering,Active,Full-Time,Voluntary,2001-06-17,Administration-Manager,Male,3,1623,2022-12-18,1,2,2,Professional,1.4,2023.0,7.0,2023-07,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,1.6666666666666667,Medium,Low,Low,Low,Low,23,4,18,1,1,0.99991226
1371,Jason,Woodson,2020-01-25,,Senior Technical Officer,Jeffery Patterson,jason.woodson@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1973-06-03,RTS-Senior Technical Officer,Male,3,3215,2022-11-12,4,3,5,Professional,64.63333333333334,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Medium,High,Medium,High,High,51,62,41,4,0,0.00031032253
1372,Jasper,Harrison,2022-10-02,2022-10-11,Senior Lecturer,Lindsey Osborne,jasper.harrison@bilearner.com,Faculty of Engineering,Active,Contract,Voluntary,1963-05-24,Senior Lecturer,Male,3,3857,2022-09-18,1,1,2,Academic,0.3,2022.0,10.0,2022-10,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,1.3333333333333333,Medium,Low,Low,Low,Low,62,67,32,1,1,0.9994456
1373,Javon,Kelley,2021-10-10,,Research Fellow,Gabriela Orr,javon.kelley@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1980-08-23,Research Fellow,Male,2,3504,2023-04-20,3,4,3,Academic,43.833333333333336,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Low,Medium,High,Medium,Medium,44,66,25,3,0,0.11188762
1374,Javon,Mckenzie,2020-12-02,,Assistant Lecturer,Raymond Burton,javon.mckenzie@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1955-02-28,Assistant Lecturer,Male,5,2778,2023-02-19,1,1,4,Academic,54.23333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.0,High,Low,Low,High,Low,70,8,5,3,0,0.021637307
1375,Javon,Moses,2022-12-23,2022-12-25,Professor,Ryan Cooke,javon.moses@bilearner.com,Faculty of Arts,Voluntarily Terminated,Full-Time,Voluntary,1977-03-12,Professor,Male,3,1454,2023-07-28,2,2,1,Academic,0.0666666666666666,2022.0,12.0,2022-12,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,1.6666666666666667,Medium,Low,Low,Low,Low,48,45,20,1,1,0.99985063
1376,Jaxon,Anderson,2019-02-14,,Officer,Christopher Adams,jaxon.anderson@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1943-06-22,Administration-Officer,Female,3,1148,2023-04-02,4,1,3,Professional,76.13333333333334,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,High,Low,Medium,Low,81,5,19,4,0,0.0014519859
1377,Jaxson,Brady,2019-03-28,2022-12-10,Senior Lecturer,Christopher Murray DDS,jaxson.brady@bilearner.com,Faculty of Arts,Voluntarily Terminated,Full-Time,Resignation,1977-02-17,Senior Lecturer,Female,3,1945,2023-02-10,1,3,4,Academic,45.1,2022.0,12.0,2022-12,3-5yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,Medium,Low,Medium,High,Low,48,67,32,3,1,0.7340897
1378,Jaycee,Alexander,2021-04-04,,Senior Research Officer,Samuel Phillips,jaycee.alexander@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1969-02-01,RTS-Senior Research Officer,Male,4,2698,2023-05-24,5,4,5,Professional,50.13333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,4.666666666666667,High,High,High,High,High,56,60,36,3,0,0.0047786613
1379,Jaycee,Osborn,2020-01-02,2023-08-03,Research Fellow,Thomas Frederick,jaycee.osborn@bilearner.com,Faculty of Medicine,Active,Full-Time,Retirement,1972-12-02,Research Fellow,Male,2,2914,2023-05-29,5,3,3,Academic,43.63333333333333,2023.0,8.0,2023-08,3-5yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.6666666666666665,Low,High,Medium,Medium,Medium,52,66,25,3,1,0.85070795
1380,Jayda,Chapman,2019-06-21,,Research Fellow,Douglas Jacobson,jayda.chapman@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1985-07-11,Research Fellow,Female,5,3129,2023-03-31,4,2,4,Academic,71.9,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,High,High,Low,High,Medium,39,66,25,4,0,0.00017332437
1381,Jayda,Reese,2020-02-21,2021-05-29,Manager,Tyler Davis,jayda.reese@bilearner.com,Faculty of Engineering,Active,Part-Time,Involuntary,1956-03-08,Student Services-Manager,Female,3,1016,2022-12-09,2,3,2,Professional,15.433333333333334,2021.0,5.0,2021-05,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.333333333333333,Medium,Low,Medium,Low,Low,69,74,18,2,1,0.9997781
1382,Jaydan,Hoffman,2020-11-13,,Associate Professor,Debbie Smith,jaydan.hoffman@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1944-06-16,Associate Professor,Female,1,2317,2023-02-07,2,2,1,Academic,54.86666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,1.6666666666666667,Low,Low,Low,Low,Low,80,9,6,3,0,0.058152474
1383,Jaydan,Neal,2019-10-02,,Research Fellow,Jamie Stark,jaydan.neal@bilearner.com,Faculty of Arts,Active,Contract,Unk,1948-01-18,Research Fellow,Female,3,3801,2022-11-27,2,1,4,Academic,68.46666666666667,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,Medium,Low,Low,High,Low,77,66,25,4,0,0.00011811208
1384,Jayden,Bolton,2021-01-10,,Professor,Jeffrey Garcia,jayden.bolton@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1972-04-12,Professor,Female,5,2928,2022-08-28,5,4,1,Academic,52.93333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,High,High,High,Low,Medium,53,45,20,3,0,0.022931604
1385,Jayden,Mckee,2019-06-06,2019-09-05,Associate Professor,Matthew Miranda,jayden.mckee@bilearner.com,Faculty of Arts,Active,Part-Time,Retirement,1942-01-24,Associate Professor,Male,3,3854,2023-07-18,5,2,5,Academic,3.033333333333333,2019.0,9.0,2019-09,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,4.0,Medium,High,Low,High,High,83,9,6,1,1,0.99974316
1386,Jaydon,Blackburn,2022-11-08,,Assistant Lecturer,Debbie Crosby,jaydon.blackburn@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1947-01-07,Assistant Lecturer,Male,2,3452,2023-01-19,5,5,2,Academic,30.7,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Low,High,High,Low,High,78,8,5,2,0,0.12568995
1387,Jaydon,Lambert,2021-10-15,2023-03-26,Lecturer,Dennis Foster,jaydon.lambert@bilearner.com,Faculty of Arts,Voluntarily Terminated,Full-Time,Retirement,1944-05-11,Lecturer,Female,2,2828,2023-02-26,5,5,3,Academic,17.566666666666666,2023.0,3.0,2023-03,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,4.333333333333333,Low,High,High,Medium,High,81,37,16,2,1,0.9998191
1388,Jaylee,Cunningham,2019-12-06,2022-03-28,Assistant Lecturer,Karen Espinoza,jaylee.cunningham@bilearner.com,Faculty of Arts,Active,Part-Time,Voluntary,1969-09-06,Assistant Lecturer,Male,1,2839,2022-10-23,1,4,5,Academic,28.1,2022.0,3.0,2022-03,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.333333333333333,Low,Low,High,High,Medium,55,8,5,2,0,0.06449685
1389,Jayleen,Oconnell,2022-03-29,2023-05-20,Research Fellow,Alyssa Myers DVM,jayleen.oconnell@bilearner.com,Faculty of Arts,Active,Full-Time,Resignation,1983-08-17,Research Fellow,Female,3,1162,2022-10-05,3,3,2,Academic,13.9,2023.0,5.0,2023-05,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,Medium,Medium,Medium,Low,Low,41,66,25,2,1,0.9952135
1390,Jayleen,Tran,2019-07-08,,Research Fellow,Elizabeth Kaufman,jayleen.tran@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1958-09-16,Research Fellow,Female,3,1838,2023-07-01,2,1,1,Academic,71.33333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,1.3333333333333333,Medium,Low,Low,Low,Low,66,66,25,4,0,0.00055998174
1391,Jaylen,Acosta,2019-09-19,2020-04-14,Senior Coordinator,Mark Knight,jaylen.acosta@bilearner.com,Faculty of Medicine,Future Start,Contract,Retirement,1966-01-08,RTS-Senior Coordinator,Female,3,3639,2023-03-17,3,2,3,Professional,6.933333333333334,2020.0,4.0,2020-04,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.6666666666666665,Medium,Medium,Low,Medium,Low,59,57,31,1,1,0.99958175
1392,Jaylen,Butler,2021-03-20,2023-02-18,Manager,Eric Young,jaylen.butler@bilearner.com,Faculty of Arts,Active,Part-Time,Involuntary,1944-07-10,Administration-Manager,Male,4,2837,2022-08-08,4,1,4,Professional,23.33333333333333,2023.0,2.0,2023-02,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.0,High,High,Low,High,Medium,80,4,18,2,1,0.88245493
1393,Jaylen,Donaldson,2019-10-19,2021-12-03,Associate Professor (Research),David Hicks,jaylen.donaldson@bilearner.com,Faculty of Arts,Active,Full-Time,Involuntary,1999-02-14,Associate Professor (Research),Female,4,3069,2023-05-14,1,2,3,Academic,25.866666666666667,2021.0,12.0,2021-12,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.0,High,Low,Low,Medium,Low,26,10,7,2,1,0.9652914
1394,Jaylen,Serrano,2023-07-16,,Research Fellow,Stacy Ellis,jaylen.serrano@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1951-07-18,Research Fellow,Female,3,1170,2023-02-05,1,5,4,Academic,22.366666666666667,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,0,3.333333333333333,Medium,Low,High,High,Medium,73,66,25,2,0,0.1857726
1395,Jaylene,Deleon,2020-08-04,2021-02-27,Research Fellow,Adam Barber,jaylene.deleon@bilearner.com,Faculty of Medicine,Active,Part-Time,Voluntary,1950-11-14,Research Fellow,Male,3,3690,2023-05-31,4,3,5,Academic,6.9,2021.0,2.0,2021-02,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,4.0,Medium,High,Medium,High,High,74,66,25,1,1,0.999701
1396,Jaylyn,Bruce,2022-11-09,,Lecturer,Lynn Fry,jaylyn.bruce@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1972-02-10,Lecturer,Female,1,2216,2023-04-13,4,5,2,Academic,30.666666666666668,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Low,High,High,Low,Medium,53,37,16,2,0,0.1296711
1397,Jaylyn,Contreras,2020-12-13,2023-02-12,Officer,Andrew Wright,jaylyn.contreras@bilearner.com,Faculty of Engineering,Active,Full-Time,Retirement,1996-07-01,Administration-Officer,Female,2,2359,2023-07-08,4,4,3,Professional,26.366666666666667,2023.0,2.0,2023-02,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.6666666666666665,Low,High,High,Medium,Medium,28,5,19,2,1,0.9818843
1398,Jayne,Horton,2019-06-15,,Lecturer,Valerie Moody,jayne.horton@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1957-07-20,Lecturer,Female,3,3946,2023-07-23,1,3,4,Academic,72.1,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,Low,Medium,High,Low,67,37,16,4,0,0.0001829492
1399,Jayson,Bright,2022-06-16,,Research Fellow,Hannah Bailey,jayson.bright@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1953-07-24,Research Fellow,Female,3,1171,2023-06-24,4,1,4,Academic,35.53333333333333,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,High,Low,High,Medium,71,66,25,2,0,0.039527882
1400,Jayson,Ferguson,2023-04-22,,Senior Lecturer,Danielle Smith,jayson.ferguson@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1963-02-17,Senior Lecturer,Male,3,1789,2022-10-07,4,3,1,Academic,25.2,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,High,Medium,Low,Low,62,67,32,2,0,0.12573224
1401,Jayvon,Simpson,2022-10-26,2023-05-16,Research Fellow,Jeremy Ray,jayvon.simpson@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Contract,Retirement,1987-04-26,Research Fellow,Female,4,3073,2023-01-03,2,3,5,Academic,6.733333333333333,2023.0,5.0,2023-05,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.333333333333333,High,Low,Medium,High,Medium,38,66,25,1,1,0.9997565
1402,Jazlene,Lozano,2021-10-16,,Senior Lecturer,Brandon Lane,jazlene.lozano@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1978-11-07,Senior Lecturer,Female,3,1257,2023-07-19,2,1,1,Academic,43.63333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,1.3333333333333333,Medium,Low,Low,Low,Low,46,67,32,3,0,0.15411295
1403,Jazlene,Maynard,2021-06-22,,Assistant Lecturer,James Baker,jazlene.maynard@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1945-04-19,Assistant Lecturer,Female,3,1063,2023-07-25,5,2,4,Academic,47.5,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Medium,High,Low,High,Medium,80,8,5,3,0,0.0040845242
1404,Jazlene,Mcdaniel,2019-08-17,2019-10-25,Research Fellow,Melissa Greene,jazlene.mcdaniel@bilearner.com,Faculty of Medicine,Active,Contract,Retirement,1979-12-30,Research Fellow,Female,3,1208,2022-08-18,5,1,5,Academic,2.3,2019.0,10.0,2019-10,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.6666666666666665,Medium,High,Low,High,Medium,45,66,25,1,1,0.9979061
1405,Jean,Crimmings,2019-05-21,2023-01-05,Associate Professor,Stephen Rodriguez,jean.crimmings@bilearner.com,Faculty of Medicine,Future Start,Contract,Retirement,1954-04-09,Associate Professor,Female,2,3562,2022-11-27,2,1,3,Academic,44.16666666666666,2023.0,1.0,2023-01,3-5yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.0,Low,Low,Low,Medium,Low,71,9,6,3,1,0.92404044
1406,Jean,Duffy,2019-02-22,,Officer,Barry Payne,jean.duffy@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1953-05-09,Administration-Officer,Male,3,1427,2023-02-09,1,2,3,Professional,75.86666666666666,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.0,Medium,Low,Low,Medium,Low,72,5,19,4,0,0.0001235679
1407,Jean,Engdahl,2022-06-12,,Senior Research Officer,Deborah Schultz,jean.engdahl@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1981-02-20,RTS-Senior Research Officer,Male,2,2768,2022-08-20,2,1,5,Professional,35.666666666666664,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Low,Low,Low,High,Low,44,60,36,2,0,0.09939218
